Year;Category;Film;FilmId;Name;Productora;winner;dist_1;dist_2;dist_3;dist_4;dist_5;es_streaming
1997;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
1997;JOHN A. BONNER MEDAL OF COMMENDATION;;;;;1.0;0;0;0;0;0;0
1998;ACTOR IN A LEADING ROLE;Life Is Beautiful;tt0118799;Roberto Benigni;Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica;1.0;miramax;united international pictures;0;0;0;0
1998;ACTOR IN A LEADING ROLE;Saving Private Ryan;tt0120815;Tom Hanks;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;0.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;ACTOR IN A LEADING ROLE;Gods and Monsters;tt0120684;Ian McKellen;Lionsgate, Showtime Networks, Flashpoint (I), BBC Film, Regent Entertainment, BBC Film, Regent Entertainment, Spike Productions;0.0;0;0;0;0;0;0
1998;ACTOR IN A LEADING ROLE;Affliction;tt0118564;Nick Nolte;JVC Entertainment Networks, Kingsgate Films, Largo Entertainment;0.0;hbo max;0;0;0;0;0
1998;ACTOR IN A LEADING ROLE;American History X;tt0120586;Edward Norton;New Line Cinema, Savoy Pictures, The Turman-Morrissey Company;0.0;new line cinema;warner bros pictures;warner bros;warner home video;hbo max;0
1998;ACTOR IN A SUPPORTING ROLE;Affliction;tt0118564;James Coburn;JVC Entertainment Networks, Kingsgate Films, Largo Entertainment;1.0;hbo max;0;0;0;0;0
1998;ACTOR IN A SUPPORTING ROLE;A Civil Action;tt0120633;Robert Duvall;Touchstone Pictures, Paramount Pictures, Wildwood Enterprises, Scott Rudin Productions;0.0;united international pictures;0;0;0;0;0
1998;ACTOR IN A SUPPORTING ROLE;The Truman Show;tt0120382;Ed Harris;Paramount Pictures, Scott Rudin Productions;0.0;paramount pictures;united international pictures;0;0;0;1
1998;ACTOR IN A SUPPORTING ROLE;Shakespeare in Love;tt0138097;Geoffrey Rush;Universal Pictures, Miramax, The Bedford Falls Company;0.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;ACTOR IN A SUPPORTING ROLE;A Simple Plan;tt0120324;Billy Bob Thornton;Mutual Film Company, Savoy Pictures, British Broadcasting Corporation, Tele MÃ¼nchen Fernseh Produktionsgesellschaft, Union GÃ©nÃ©rale CinÃ©matographique, Toho-Towa, Marubeni, Newmarket Capital Group;0.0;paramount pictures;columbia tristar film;fox;united international pictures;universal pictures;1
1998;ACTRESS IN A LEADING ROLE;Elizabeth;tt0127536;Cate Blanchett;Polygram Filmed Entertainment, Working Title Films, Channel Four Films;0.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;ACTRESS IN A LEADING ROLE;Central Station;tt0140888;Fernanda Montenegro;VideoFilmes, Riofilme, CinematogrÃ¡fica Superfilmes, MACT Productions, Audiovisual Development Bureau, Ministerio da Cultura, BEI ComunicaÃ§Ãµes, Bahiatursa, Canal+, Credicard, Dolby Digital, Fondation de la Poste, Fulmitrens, Grupo Severiano Ribeiro, Lei de Incentivo a Cultura, Ministerio da Cultura, MinistÃ¨re des Affaires Ã©trangÃ¨res et du DÃ©veloppement International, NAK, Rainer Artes GrÃ¡ficas, Rio-Sul Linhas AÃ©reas, Sagepacq, Secretaria da Cultura e Turismo, Governo da Bahia, Sundance Institute, SÃ£o Paulo City Hall, Telebahia, The Coca-Cola Company, Varig Brasil;0.0;sony pictures classics;miramax;0;0;0;0
1998;ACTRESS IN A LEADING ROLE;Shakespeare in Love;tt0138097;Gwyneth Paltrow;Universal Pictures, Miramax, The Bedford Falls Company;1.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;ACTRESS IN A LEADING ROLE;One True Thing;tt0120776;Meryl Streep;Monarch Pictures, Ufland, Universal Pictures;0.0;universal pictures;united international pictures;columbia tristar home video;0;0;0
1998;ACTRESS IN A LEADING ROLE;Hilary and Jackie;tt0150915;Emily Watson;Arts Council of England, British Screen Productions, Channel Four Films, Intermedia Films, The Oxford Film Company;0.0;universal pictures;0;0;0;0;0
1998;ACTRESS IN A SUPPORTING ROLE;Primary Colors;tt0119942;Kathy Bates;Universal Pictures, Mutual Film Company, Award Entertainment, Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG), UGC PH, British Broadcasting Corporation (BBC), Marubeni, Toho-Towa, H2L Media Group, Hollywood Licensing Group, Icarus Productions;0.0;universal pictures;united international pictures;fox;0;0;0
1998;ACTRESS IN A SUPPORTING ROLE;Little Voice;tt0147004;Brenda Blethyn;Miramax, Scala Productions;0.0;miramax;0;0;0;0;0
1998;ACTRESS IN A SUPPORTING ROLE;Shakespeare in Love;tt0138097;Judi Dench;Universal Pictures, Miramax, The Bedford Falls Company;1.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;ACTRESS IN A SUPPORTING ROLE;Hilary and Jackie;tt0150915;Rachel Griffiths;Arts Council of England, British Screen Productions, Channel Four Films, Intermedia Films, The Oxford Film Company;0.0;universal pictures;0;0;0;0;0
1998;ACTRESS IN A SUPPORTING ROLE;Gods and Monsters;tt0120684;Lynn Redgrave;Lionsgate, Showtime Networks, Flashpoint (I), BBC Film, Regent Entertainment, BBC Film, Regent Entertainment, Spike Productions;0.0;0;0;0;0;0;0
1998;ART DIRECTION;Elizabeth;tt0127536;"Art Direction: John Myhre; Set Decoration: Peter Howitt";Polygram Filmed Entertainment, Working Title Films, Channel Four Films;0.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;ART DIRECTION;Pleasantville;tt0120789;"Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart";New Line Cinema, Larger Than Life Productions;0.0;new line cinema;warner bros pictures;warner bros;warner home video;0;0
1998;ART DIRECTION;Saving Private Ryan;tt0120815;"Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh";Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;0.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;ART DIRECTION;Shakespeare in Love;tt0138097;"Art Direction: Martin Childs; Set Decoration: Jill Quertier";Universal Pictures, Miramax, The Bedford Falls Company;1.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;ART DIRECTION;What Dreams May Come;tt0120889;"Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr";Polygram Filmed Entertainment, Interscope Communications, Metafilmics;0.0;united international pictures;fox;universal pictures;sony pictures home entertainment;columbia tristar home video;0
1998;CINEMATOGRAPHY;A Civil Action;tt0120633;Conrad L. Hall;Touchstone Pictures, Paramount Pictures, Wildwood Enterprises, Scott Rudin Productions;0.0;united international pictures;0;0;0;0;0
1998;CINEMATOGRAPHY;Elizabeth;tt0127536;Remi Adefarasin;Polygram Filmed Entertainment, Working Title Films, Channel Four Films;0.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;CINEMATOGRAPHY;Saving Private Ryan;tt0120815;Janusz Kaminski;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;1.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;CINEMATOGRAPHY;Shakespeare in Love;tt0138097;Richard Greatrex;Universal Pictures, Miramax, The Bedford Falls Company;0.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;CINEMATOGRAPHY;The Thin Red Line;tt0120863;John Toll;Fox 2000 Pictures, Geisler-Roberdeau, Phoenix Pictures;0.0;twentieth century fox;fox;0;0;0;0
1998;COSTUME DESIGN;Beloved;tt0120603;Colleen Atwood;Touchstone Pictures, Harpo Films, Clinica Estetico;0.0;warner home video;0;0;0;0;0
1998;COSTUME DESIGN;Elizabeth;tt0127536;Alexandra Byrne;Polygram Filmed Entertainment, Working Title Films, Channel Four Films;0.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;COSTUME DESIGN;Pleasantville;tt0120789;Judianna Makovsky;New Line Cinema, Larger Than Life Productions;0.0;new line cinema;warner bros pictures;warner bros;warner home video;0;0
1998;COSTUME DESIGN;Shakespeare in Love;tt0138097;Sandy Powell;Universal Pictures, Miramax, The Bedford Falls Company;1.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;COSTUME DESIGN;Velvet Goldmine;tt0120879;Sandy Powell;Channel Four Films, Goldwyn Films, Killer Films, Miramax, Newmarket Capital Group, Single Cell Pictures, Zenith Entertainment;0.0;miramax;0;0;0;0;0
1998;DIRECTING;Life Is Beautiful;tt0118799;Roberto Benigni;Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica;0.0;miramax;united international pictures;0;0;0;0
1998;DIRECTING;Saving Private Ryan;tt0120815;Steven Spielberg;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;1.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;DIRECTING;Shakespeare in Love;tt0138097;John Madden;Universal Pictures, Miramax, The Bedford Falls Company;0.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;DIRECTING;The Thin Red Line;tt0120863;Terrence Malick;Fox 2000 Pictures, Geisler-Roberdeau, Phoenix Pictures;0.0;twentieth century fox;fox;0;0;0;0
1998;DIRECTING;The Truman Show;tt0120382;Peter Weir;Paramount Pictures, Scott Rudin Productions;0.0;paramount pictures;united international pictures;0;0;0;1
1998;DOCUMENTARY (Feature);Dancemaker;tt0175550;Matthew Diamond, Jerry Kupfer;Four Oaks Foundation;0.0;0;0;0;0;0;0
1998;DOCUMENTARY (Feature);The Farm: Angola, U.S.A.;tt0139193;Jonathan Stack, Liz Garbus;A+E Networks, Channel 4 Television, Gabriel Films, Kurtis Productions;0.0;0;0;0;0;0;0
1998;DOCUMENTARY (Feature);The Last Days;tt0174852;James Moll, Ken Lipper;Ken Lipper/June Beallor production, Shoah Foundation, Survivors of the Shoah Visual History Foundation;1.0;0;0;0;0;0;0
1998;DOCUMENTARY (Feature);Lenny Bruce: Swear to Tell the Truth;tt0175844;Robert B. Weide;HBO Documentary Films, Whyaduck Productions;0.0;0;0;0;0;0;0
1998;DOCUMENTARY (Feature);Regret to Inform;tt0181786;Barbara Sonneborn, Janet Cole;Sun Fountain Productions;0.0;0;0;0;0;0;0
1998;DOCUMENTARY (Short Subject);The Personals: Improvisations on Romance in the Golden Years;tt0176018;Keiko Ibi;Keiko Films;1.0;0;0;0;0;0;0
1998;DOCUMENTARY (Short Subject);A Place in the Land;tt0189009;Charles Guggenheim;0;0.0;0;0;0;0;0;0
1998;DOCUMENTARY (Short Subject);Sunrise over Tiananmen Square;tt0189121;Shui-Bo Wang, Donald McWilliams;National Film Board of Canada;0.0;0;0;0;0;0;0
1998;FILM EDITING;Life Is Beautiful;tt0118799;Simona Paggi;Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica;0.0;miramax;united international pictures;0;0;0;0
1998;FILM EDITING;Out of Sight;tt0120780;Anne V. Coates;Universal Pictures, Jersey Films;0.0;universal pictures;united international pictures;0;0;0;0
1998;FILM EDITING;Saving Private Ryan;tt0120815;Michael Kahn;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;1.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;FILM EDITING;Shakespeare in Love;tt0138097;David Gamble;Universal Pictures, Miramax, The Bedford Falls Company;0.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;FILM EDITING;The Thin Red Line;tt0120863;Billy Weber, Leslie Jones, Saar Klein;Fox 2000 Pictures, Geisler-Roberdeau, Phoenix Pictures;0.0;twentieth century fox;fox;0;0;0;0
1998;FOREIGN LANGUAGE FILM;Central Station;tt0140888;Brazil;VideoFilmes, Riofilme, CinematogrÃ¡fica Superfilmes, MACT Productions, Audiovisual Development Bureau, Ministerio da Cultura, BEI ComunicaÃ§Ãµes, Bahiatursa, Canal+, Credicard, Dolby Digital, Fondation de la Poste, Fulmitrens, Grupo Severiano Ribeiro, Lei de Incentivo a Cultura, Ministerio da Cultura, MinistÃ¨re des Affaires Ã©trangÃ¨res et du DÃ©veloppement International, NAK, Rainer Artes GrÃ¡ficas, Rio-Sul Linhas AÃ©reas, Sagepacq, Secretaria da Cultura e Turismo, Governo da Bahia, Sundance Institute, SÃ£o Paulo City Hall, Telebahia, The Coca-Cola Company, Varig Brasil;0.0;sony pictures classics;miramax;0;0;0;0
1998;FOREIGN LANGUAGE FILM;Children of Heaven;tt0118849;Iran;Kanun parvaresh fekri;0.0;miramax;0;0;0;0;0
1998;FOREIGN LANGUAGE FILM;The Grandfather;tt0176415;Spain;Radio TelevisiÃ³n EspaÃ±ola;0.0;columbia tristar films;miramax;0;0;0;0
1998;FOREIGN LANGUAGE FILM;Life Is Beautiful;tt0118799;Italy;Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica;1.0;miramax;united international pictures;0;0;0;0
1998;FOREIGN LANGUAGE FILM;Tango;tt0120274;Argentina;Adela Pictures, Alma Ata International Pictures S.L., Argentina Sono Film S.A.C.I., Astrolabio Producciones S.L., Beco Films, Hollywood Partners, Pandora Cinema, Saura Films, Terraplen Producciones;0.0;sony pictures classics;0;0;0;0;0
1998;MAKEUP;Elizabeth;tt0127536;Jenny Shircore;Polygram Filmed Entertainment, Working Title Films, Channel Four Films;1.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;MAKEUP;Saving Private Ryan;tt0120815;Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;0.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;MAKEUP;Shakespeare in Love;tt0138097;Lisa Westcott, Veronica Brebner;Universal Pictures, Miramax, The Bedford Falls Company;0.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;MUSIC (Original Dramatic Score);Elizabeth;tt0127536;David Hirschfelder;Polygram Filmed Entertainment, Working Title Films, Channel Four Films;0.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;MUSIC (Original Dramatic Score);Life Is Beautiful;tt0118799;Nicola Piovani;Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica;1.0;miramax;united international pictures;0;0;0;0
1998;MUSIC (Original Dramatic Score);Pleasantville;tt0120789;Randy Newman;New Line Cinema, Larger Than Life Productions;0.0;new line cinema;warner bros pictures;warner bros;warner home video;0;0
1998;MUSIC (Original Dramatic Score);Saving Private Ryan;tt0120815;John Williams;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;0.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;MUSIC (Original Dramatic Score);The Thin Red Line;tt0120863;Hans Zimmer;Fox 2000 Pictures, Geisler-Roberdeau, Phoenix Pictures;0.0;twentieth century fox;fox;0;0;0;0
1998;MUSIC (Original Musical or Comedy Score);A Bug's Life;tt0120623;Randy Newman;Walt Disney Pictures, Pixar Animation Studios;0.0;columbia tristar films;walt disney;warner home video;0;0;0
1998;MUSIC (Original Musical or Comedy Score);Mulan;tt0120762;"Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith";Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Feature Animation Florida, Walt Disney Feature Animation;0.0;columbia tristar films;walt disney;warner bros;0;0;0
1998;MUSIC (Original Musical or Comedy Score);Patch Adams;tt0129290;Marc Shaiman;Universal Pictures, Blue Wolf Productions, Farrell/Minoff, Bungalow 78 Productions, O Entertainment;0.0;universal pictures;united international pictures;sony pictures home entertainment;hbo max;0;0
1998;MUSIC (Original Musical or Comedy Score);The Prince of Egypt;tt0120794;"Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer";Dreamworks Pictures, DreamWorks Animation;0.0;united international pictures;universal pictures;fox;sony pictures home entertainment;0;0
1998;MUSIC (Original Musical or Comedy Score);Shakespeare in Love;tt0138097;Stephen Warbeck;Universal Pictures, Miramax, The Bedford Falls Company;1.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
1998;MUSIC (Original Song);Armageddon;tt0120591;Music and Lyric by Diane Warren;Touchstone Pictures, Jerry Bruckheimer Films, Valhalla Motion Pictures;0.0;columbia pictures;columbia tristar films;united international pictures;warner home video;walt disney;0
1998;MUSIC (Original Song);Quest for Camelot;tt0120800;"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa";Warner Bros., Warner Bros. Animation, Warner Bros. Feature Animation;0.0;warner bros;warner bros pictures;fox;hbo max;warner home video;0
1998;MUSIC (Original Song);The Horse Whisperer;tt0119314;Music and Lyric by Allison Moorer and Gwil Owen;Touchstone Pictures, Wildwood Enterprises;0.0;columbia tristar films;walt disney;0;0;0;0
1998;MUSIC (Original Song);Babe: Pig in the City;tt0120595;Music and Lyric by Randy Newman;Kennedy Miller Productions, Universal Pictures;0.0;universal pictures;united international pictures;columbia tristar home video;fox;hbo max;0
1998;MUSIC (Original Song);The Prince of Egypt;tt0120794;Music and Lyric by Stephen Schwartz;Dreamworks Pictures, DreamWorks Animation;1.0;united international pictures;universal pictures;fox;sony pictures home entertainment;0;0
1998;BEST PICTURE;Elizabeth;tt0127536;Alison Owen, Eric Fellner and Tim Bevan, Producers;Polygram Filmed Entertainment, Working Title Films, Channel Four Films;0.0;universal pictures;united international pictures;warner bros pictures;fox;columbia tristar home video;0
1998;BEST PICTURE;Life Is Beautiful;tt0118799;Elda Ferri and Gianluigi Braschi, Producers;Melampo Cinematografica, Cecchi Gori Group Tiger Cinematografica;0.0;miramax;united international pictures;0;0;0;0
1998;BEST PICTURE;Saving Private Ryan;tt0120815;Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers;Dreamworks Pictures, Paramount Pictures, Amblin Entertainment, Mutual Film Company, H2L Media Group, Mark Gordon Productions;0.0;paramount pictures;united international pictures;universal pictures;fox;sony pictures home entertainment;1
1998;BEST PICTURE;Shakespeare in Love;tt0138097;David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers;Universal Pictures, Miramax, The Bedford Falls Company;1.0;miramax;universal pictures;united international pictures;columbia tristar home video;0;0
