Year,Category,Film,Name,NomineeIds,winner,productora,distribuidor
1997,CINEMATOGRAPHY,Titanic,Russell Carpenter,nm0005665,1,Twentieth Century Fox,gma films
1997,CINEMATOGRAPHY,The Wings of the Dove,Eduardo Serra,nm0785381,0,Miramax,miramax
1997,COSTUME DESIGN,Amistad,Ruth E. Carter,nm0141921,0,Dreamworks Pictures,dreamworks distribution
1997,COSTUME DESIGN,Kundun,Dante Ferretti,nm0274721,0,Touchstone Pictures,buena vista pictures distribution
1997,COSTUME DESIGN,Oscar and Lucinda,Janet Patterson,nm0666253,0,Australian Film Finance Corporation,twentieth century fox
1997,COSTUME DESIGN,Titanic,Deborah L. Scott,nm0779045,1,Twentieth Century Fox,gma films
1997,COSTUME DESIGN,The Wings of the Dove,Sandy Powell,nm0694309,0,Miramax,miramax
1997,DIRECTING,The Full Monty,Peter Cattaneo,nm0146341,0,Redwave Films,twentieth century fox
1997,DIRECTING,Good Will Hunting,Gus Van Sant,nm0001814,0,Miramax,miramax
1997,DIRECTING,L.A. Confidential,Curtis Hanson,nm0000436,0,Regency Enterprises,warner bros
1997,DIRECTING,The Sweet Hereafter,Atom Egoyan,nm0000382,0,Alliance Communications Corporation,alliance communications corporation
1997,DIRECTING,Titanic,James Cameron,nm0000116,1,Twentieth Century Fox,gma films
1997,DOCUMENTARY (Feature),Ayn Rand: A Sense of Life,Michael Paxton,nm0668132,0,AG Media Corporation Ltd.,keystone releasing
1997,DOCUMENTARY (Feature),Colors Straight Up,"Michèle Ohayon, Julia Schachter","nm0644977,nm0769519",0,Echo Pictures,0
1997,DOCUMENTARY (Feature),4 Little Girls,"Spike Lee, Sam Pollard","nm0000490,nm0689498",0,40 Acres & A Mule Filmworks,direct cinema limited
1997,DOCUMENTARY (Feature),The Long Way Home,"Rabbi Marvin Hier, Richard Trank","nm0383178,nm0870979",1,Moriah Films,multicom entertainment group
1997,DOCUMENTARY (Feature),Waco: The Rules of Engagement,"Dan Gifford, William Gazecki","nm0317516,nm0311086",0,Fifth Estate Productions,journeyman pictures
1997,DOCUMENTARY (Short Subject),Alaska: Spirit of the Wild,"George Casey, Paul Novros","nm0143426,nm0637280",0,Alaska Film Partners Ltd.,houston museum of natural history
1997,DOCUMENTARY (Short Subject),Amazon,"Kieth Merrill, Jonathan Stern","nm0581303,nm0827747",0,Ogden Entertainment,macgillivray freeman films
1997,DOCUMENTARY (Short Subject),Daughter of the Bride,Terri Randall,nm0709697,0,Home Box Office,direct cinema limited
1997,DOCUMENTARY (Short Subject),Still Kicking: The Fabulous Palm Springs Follies,"Mel Damski, Andrea Blaugrund","nm0198991,nm0087895",0,Little Apple Film Productions,0
1997,DOCUMENTARY (Short Subject),A Story of Healing,"Donna Dewey, Carol Pasternak","nm0223123,nm0664986",1,Dewey-Obenchain Films,0
1997,FILM EDITING,Air Force One,Richard Francis-Bruce,nm0290358,0,Columbia Pictures,columbia pictures
1997,FILM EDITING,As Good as It Gets,Richard Marks,nm0548943,0,TriStar Pictures,cascade film
1997,FILM EDITING,Good Will Hunting,Pietro Scalia,nm0768817,0,Miramax,miramax
1997,FILM EDITING,L.A. Confidential,Peter Honess,nm0392000,0,Regency Enterprises,warner bros
1997,FILM EDITING,Titanic,"Conrad Buff, James Cameron, Richard A. Harris","nm0119322,nm0000116,nm0365239",1,Twentieth Century Fox,gma films
1997,FOREIGN LANGUAGE FILM,Beyond Silence,Germany,,0,ARTE,buena vista international
1997,FOREIGN LANGUAGE FILM,Character,The Netherlands,,1,First Floor Features,buena vista international
1997,FOREIGN LANGUAGE FILM,Four Days in September,Brazil,,0,Columbia Pictures Television Trading Company,distribution company
1997,FOREIGN LANGUAGE FILM,Secrets of the Heart,Spain,,0,Aiete Films,colifilms distribution
1997,FOREIGN LANGUAGE FILM,The Thief,Russia,,0,NTV-Profit,dendy films
1997,MAKEUP,Men in Black,"Rick Baker, David LeRoy Anderson","nm0000711,nm0026600",1,Columbia Pictures,sony pictures releasing
1997,MAKEUP,Mrs. Brown,"Lisa Westcott, Veronica Brebner, Beverley Binda","nm0922509,nm0106494,nm0082762",0,BBC Scotland,buena vista international
1997,MAKEUP,Titanic,"Tina Earnshaw, Greg Cannom, Simon Thompson","nm0247444,nm0134148,nm0860717",0,Twentieth Century Fox,gma films
1997,MUSIC (Original Dramatic Score),Amistad,John Williams,nm0002354,0,Dreamworks Pictures,dreamworks distribution
1997,MUSIC (Original Dramatic Score),Good Will Hunting,Danny Elfman,nm0000384,0,Miramax,miramax
1997,MUSIC (Original Dramatic Score),Kundun,Philip Glass,nm0001275,0,Touchstone Pictures,buena vista pictures distribution
1997,MUSIC (Original Dramatic Score),L.A. Confidential,Jerry Goldsmith,nm0000025,0,Regency Enterprises,warner bros
1997,MUSIC (Original Dramatic Score),Titanic,James Horner,nm0000035,1,Twentieth Century Fox,gma films
1997,MUSIC (Original Musical or Comedy Score),Anastasia,Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,"nm0280906,nm0014326,nm0628056",0,Twentieth Century Fox,twentieth century fox
1997,MUSIC (Original Musical or Comedy Score),As Good as It Gets,Hans Zimmer,nm0001877,0,TriStar Pictures,cascade film
1997,MUSIC (Original Musical or Comedy Score),The Full Monty,Anne Dudley,nm0006050,1,Redwave Films,twentieth century fox
1997,MUSIC (Original Musical or Comedy Score),Men in Black,Danny Elfman,nm0000384,0,Columbia Pictures,sony pictures releasing
1997,MUSIC (Original Musical or Comedy Score),My Best Friend's Wedding,James Newton Howard,nm0006133,0,TriStar Pictures,sony pictures releasing
1997,MUSIC (Original Song),Hercules,Music by Alan Menken; Lyric by David Zippel,"nm0579678,nm0957138",0,Walt Disney Pictures,buena vista pictures distribution
1997,MUSIC (Original Song),Con Air,Music and Lyric by Diane Warren,nm0005534,0,Touchstone Pictures,buena vista pictures distribution
1997,MUSIC (Original Song),Anastasia,Music by Stephen Flaherty; Lyric by Lynn Ahrens,"nm0280906,nm0014326",0,Twentieth Century Fox,twentieth century fox
1997,MUSIC (Original Song),Good Will Hunting,Music and Lyric by Elliott Smith,nm0808129,0,Miramax,miramax
1997,MUSIC (Original Song),Titanic,Music by James Horner; Lyric by Will Jennings,"nm0000035,nm0421263",1,Twentieth Century Fox,gma films
1997,BEST PICTURE,As Good as It Gets,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers","nm0000985,nm0424660,nm0954034",0,TriStar Pictures,cascade film
1997,BEST PICTURE,The Full Monty,"Uberto Pasolini, Producer",nm0664667,0,Redwave Films,twentieth century fox
1997,BEST PICTURE,Good Will Hunting,"Lawrence Bender, Producer",nm0004744,0,Miramax,miramax
1997,BEST PICTURE,L.A. Confidential,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers","nm0586969,nm0000436,nm0622296",0,Regency Enterprises,warner bros
1997,BEST PICTURE,Titanic,"James Cameron and Jon Landau, Producers","nm0000116,nm0484457",1,Twentieth Century Fox,gma films
1997,SHORT FILM (Animated),Famous Fred,Joanna Quinn,nm0703885,0,TVC London,channel 4 television corporation
1997,SHORT FILM (Animated),Geri's Game,Jan Pinkava,nm0684342,1,Pixar Animation Studios,buena vista pictures distribution
1997,SHORT FILM (Animated),La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),Sylvain Chomet,nm0158984,0,Les Productions Pascal Blais,les grands films classiques (gfc)
1997,SHORT FILM (Animated),The Mermaid,Alexander Petrov,nm0678154,0,Dago Productions,0
1997,SHORT FILM (Animated),Redux Riding Hood,"Steve Moore, Dan O'Shannon","nm0601696,nm0642591",0,Toonz Animation,0
1997,SHORT FILM (Live Action),Dance Lexie Dance,"Pearse Moore, Tim Loane","nm0601734,nm0516385",0,Raw Nerve Productions,0
1997,SHORT FILM (Live Action),It's Good to Talk,"Roger Goldby, Barney Reisz","nm0325368,nm0718553",0,Feasible Films,0
1997,SHORT FILM (Live Action),Sweethearts?,"Birger Larsen, Thomas Lydholm","nm0488715,nm0527980",0,Metronome Productions,0
1997,SHORT FILM (Live Action),Visas and Virtue,"Chris Tashima, Chris Donahue","nm0850875,nm0231934",1,Cedar Grove Productions,asian crush
1997,SHORT FILM (Live Action),Wolfgang,"Kim Magnusson, Anders Thomas Jensen","nm0536385,nm0421314",0,M&M Productions,dansk novellefilm
1997,SOUND,Air Force One,"Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester","nm0557338,nm0459662,nm0376153,nm0199492",0,Columbia Pictures,columbia pictures
1997,SOUND,Con Air,"Kevin O'Connell, Greg P. Russell, Arthur Rochester","nm0640114,nm0751169,nm0734053",0,Touchstone Pictures,buena vista pictures distribution
1997,SOUND,Contact,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan","nm0858378,nm0426348,nm0762304,nm0438202",0,Warner Bros.,warner bros
1997,SOUND,L.A. Confidential,"Andy Nelson, Anna Behlmer, Kirk Francis","nm0625144,nm0066933,nm0290220",0,Regency Enterprises,warner bros
1997,SOUND,Titanic,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano","nm0003977,nm0426348,nm0838707,nm0880360",1,Twentieth Century Fox,gma films
1997,SOUND EFFECTS EDITING,Face/Off,"Mark P. Stoeckinger, Per Hallberg","nm0831057,nm0356319",0,Permut Presentations,buena vista international mexico
1997,SOUND EFFECTS EDITING,The Fifth Element,Mark Mangini,nm0005625,0,Gaumont,gaumont buena vista international (gbvi)
1997,SOUND EFFECTS EDITING,Titanic,"Tom Bellfort, Christopher Boyes","nm0068938,nm0102110",1,Twentieth Century Fox,gma films
1997,VISUAL EFFECTS,The Lost World: Jurassic Park,"Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri","nm0613830,nm0935644,nm0244833,nm0487177",0,Universal Pictures,universal
1997,VISUAL EFFECTS,Starship Troopers,"Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson","nm0864138,nm0027423,nm0319266,nm0724624",0,TriStar Pictures,buena vista international
